latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
19.795,94.354,331.5,1.2,1.1,2020-04-24,0655,A,77,6.0NRT,300.2,31,D
19.83,94.325,332.3,1.2,1.1,2020-04-24,0655,A,78,6.0NRT,301.6,31.6,D
19.84,94.324,330.6,1.2,1.1,2020-04-24,0655,A,76,6.0NRT,301.5,28,D
19.852,94.334,323.4,1.2,1.1,2020-04-24,0655,A,59,6.0NRT,299.2,18,D
19.786,93.923,323.2,1.3,1.1,2020-04-24,0655,A,56,6.0NRT,305.4,14.6,D
19.796,93.921,401.4,1.3,1.1,2020-04-24,0655,A,100,6.0NRT,307.7,354.9,D
19.794,93.909,333.1,1.3,1.1,2020-04-24,0655,A,80,6.0NRT,303,31.6,D
19.896,94.164,322.9,1.2,1.1,2020-04-24,0655,A,59,6.0NRT,303.1,13.5,D
19.895,94.092,325.2,1.2,1.1,2020-04-24,0655,A,43,6.0NRT,302.8,13.5,D
19.893,94.08,362.2,1.2,1.1,2020-04-24,0655,A,100,6.0NRT,305.7,108.4,D
19.889,94.056,366.8,1.2,1.1,2020-04-24,0655,A,100,6.0NRT,306.8,128.1,D
19.887,94.045,328.7,1.2,1.1,2020-04-24,0655,A,74,6.0NRT,304.7,20.2,D
19.908,94.113,323.2,1.2,1.1,2020-04-24,0655,A,53,6.0NRT,304.4,12.9,D
19.901,94.066,338.6,1.2,1.1,2020-04-24,0655,A,85,6.0NRT,305.5,38.8,D
19.899,94.055,403.3,1.2,1.1,2020-04-24,0655,A,100,6.0NRT,309.7,360.2,D
19.897,94.043,328.3,1.2,1.1,2020-04-24,0655,A,73,6.0NRT,303.4,20.7,D
19.895,94.031,330.2,1.2,1.1,2020-04-24,0655,A,76,6.0NRT,303.3,24.7,D
19.955,94.346,320.4,1.2,1.1,2020-04-24,0655,A,37,6.0NRT,300,14.5,D
19.914,94.088,322.3,1.2,1.1,2020-04-24,0655,A,40,6.0NRT,303.8,10.6,D
19.911,93.997,319.2,1.3,1.1,2020-04-24,0655,A,31,6.0NRT,304.1,8.6,D
20.659,98.943,322.7,1.1,1,2020-04-24,0655,A,64,6.0NRT,298.3,13,D
19.941,94.052,327.2,1.2,1.1,2020-04-24,0655,A,72,6.0NRT,303.3,20,D
19.939,94.041,329.2,1.2,1.1,2020-04-24,0655,A,76,6.0NRT,303.9,24.1,D
19.964,94.072,330,1.2,1.1,2020-04-24,0655,A,77,6.0NRT,304,23.1,D
19.962,94.061,320.5,1.2,1.1,2020-04-24,0655,A,47,6.0NRT,305.4,8.8,D
19.99,94.044,342.1,1.2,1.1,2020-04-24,0655,A,89,6.0NRT,304.6,50.1,D
20.019,94.16,323.6,1.2,1.1,2020-04-24,0655,A,64,6.0NRT,299.7,18.7,D
20,94.042,346.7,1.2,1.1,2020-04-24,0655,A,92,6.0NRT,303.4,62.2,D
19.998,94.03,337.8,1.2,1.1,2020-04-24,0655,A,85,6.0NRT,304.1,40.6,D
19.996,94.018,328.6,1.2,1.1,2020-04-24,0655,A,75,6.0NRT,304.5,23.5,D
19.977,93.838,328.6,1.3,1.1,2020-04-24,0655,A,75,6.0NRT,304.8,21.9,D
19.976,93.832,324.6,1.3,1.1,2020-04-24,0655,A,69,6.0NRT,304.5,15.9,D
20.029,93.971,328.2,1.3,1.1,2020-04-24,0655,A,75,6.0NRT,302.1,23.7,D
20.027,93.958,326.4,1.3,1.1,2020-04-24,0655,A,72,6.0NRT,303.6,20.8,D
20.037,93.957,338.1,1.3,1.1,2020-04-24,0655,A,86,6.0NRT,304.1,44,D
20.035,93.945,319.2,1.3,1.1,2020-04-24,0655,A,50,6.0NRT,302.9,10.8,D
20.047,93.955,325.6,1.3,1.1,2020-04-24,0655,A,71,6.0NRT,301.6,19.9,D
20.045,93.943,335.5,1.3,1.1,2020-04-24,0655,A,84,6.0NRT,302.7,37.8,D
20.166,93.865,335.6,1.3,1.1,2020-04-24,0655,A,84,6.0NRT,304.8,37.4,D
20.164,93.853,318.1,1.3,1.1,2020-04-24,0655,A,16,6.0NRT,303.2,8.5,D
20.165,93.859,324.7,1.3,1.1,2020-04-24,0655,A,70,6.0NRT,304.6,18.1,D
20.177,93.87,342.5,1.3,1.1,2020-04-24,0655,A,90,6.0NRT,302.1,51.9,D
20.175,93.858,366.4,1.3,1.1,2020-04-24,0655,A,100,6.0NRT,307,132.3,D
20.227,93.861,321,1.3,1.1,2020-04-24,0655,A,46,6.0NRT,302.1,11.4,D
20.361,93.861,334.1,1.3,1.1,2020-04-24,0655,A,82,6.0NRT,302.6,34.6,D
20.372,93.871,364.6,1.3,1.1,2020-04-24,0655,A,100,6.0NRT,303.4,124.7,D
20.37,93.859,361.8,1.3,1.1,2020-04-24,0655,A,100,6.0NRT,305.2,113.7,D
20.382,93.869,319.7,1.3,1.1,2020-04-24,0655,A,55,6.0NRT,302.1,11.8,D
20.38,93.857,321.9,1.3,1.1,2020-04-24,0655,A,63,6.0NRT,303.7,14.7,D
20.369,93.786,320.2,1.3,1.1,2020-04-24,0655,A,57,6.0NRT,302.9,12.7,D
20.285,92.861,323.2,1.4,1.2,2020-04-24,0655,A,0,6.0NRT,305.8,13.2,D
20.71,93.422,320.1,1.3,1.1,2020-04-24,0655,A,46,6.0NRT,296.9,14.7,D
20.72,93.419,335.4,1.3,1.1,2020-04-24,0655,A,84,6.0NRT,298.9,42.3,D
20.816,93.316,336.2,1.3,1.1,2020-04-24,0655,A,84,6.0NRT,298.2,43.7,D
20.815,93.324,351.7,1.3,1.1,2020-04-24,0655,A,95,6.0NRT,299.6,84.5,D
20.813,93.311,342.7,1.3,1.1,2020-04-24,0655,A,90,6.0NRT,300.4,58.9,D
21.307,94.072,363.6,1.2,1.1,2020-04-24,0655,A,100,6.0NRT,305.2,109.4,D
21.305,94.061,352.7,1.2,1.1,2020-04-24,0655,A,96,6.0NRT,305.9,74.7,D
21.308,94.066,365,1.2,1.1,2020-04-24,0655,A,94,6.0NRT,307,116.2,D
21.355,93.988,326.3,1.2,1.1,2020-04-24,0655,A,60,6.0NRT,305.3,16.2,D
21.302,93.029,325.7,1.4,1.2,2020-04-24,0655,A,60,6.0NRT,302.1,25.4,D
21.293,92.615,323.4,1.4,1.2,2020-04-24,0655,A,60,6.0NRT,300.5,23.7,D
21.379,93.062,327.3,1.3,1.2,2020-04-24,0655,A,41,6.0NRT,297.1,25.8,D
21.764,92.728,326.8,1.4,1.2,2020-04-24,0655,A,68,6.0NRT,301.8,24.3,D
22.081,92.23,320.8,1.5,1.2,2020-04-24,0655,A,73,6.0NRT,298,19,D
